petition_idx	status	begin	end	category	num_agree	title
563	청원종료	2017-08-25	2017-09-01	외교/통일/국방	0	북핵위협이 없어지거나,해소되면 사드 철수 가능합니다.
626	청원종료	2017-08-26	2017-11-24	외교/통일/국방	3	미국 퇴역예정 핵항모 구입
629	청원종료	2017-08-26	2017-09-02	외교/통일/국방	1	문재인대통령님과 문재인정부는 김대중대통령과 김대중정부처럼 완벽하게  되어야합니다
631	청원종료	2017-08-26	2017-09-02	외교/통일/국방	0	미국 DNI 수준 국가정보원 상설 감찰 기구 설치
639	청원종료	2017-08-26	2017-09-10	외교/통일/국방	6	6.25 참전용사
677	청원종료	2017-08-27	2017-09-26	외교/통일/국방	2	독립유공자 3대까지 가족 전부 지원 청원
698	청원종료	2017-08-28	2017-09-04	외교/통일/국방	0	문재인대통령님과 문재인정부는 외교력을 완벽하게 강화해야하고,발휘해야합니다
706	청원종료	2017-08-28	2017-09-04	외교/통일/국방	0	사드 배치 관련 지역 주민 불안 해소 방안 제안
725	청원종료	2017-08-28	2017-11-26	외교/통일/국방	0	성주 사드배치의 절차적 정당성을 지켜주십시오.
760	청원종료	2017-08-28	2017-09-04	외교/통일/국방	0	문재인대통령님과 문재인정부는 북한의 조언을 반드시 잘 듣어야합니다
788	청원종료	2017-08-29	2017-09-28	외교/통일/국방	0	북핵의 근원적인 해결방안
795	청원종료	2017-08-29	2017-09-05	외교/통일/국방	0	한미연합훈련과 북한의 인식와 공포의 인식사이
828	청원종료	2017-08-29	2017-09-05	외교/통일/국방	0	북핵문제 해결안
852	청원종료	2017-08-29	2017-11-27	외교/통일/국방	1	국방비 200% 증원
866	청원종료	2017-08-29	2017-09-05	외교/통일/국방	0	문재인대통령과 문재인정부 러시아가스관 적극적 역할과제
977	청원종료	2017-08-30	2017-09-14	외교/통일/국방	0	국내 온라인 사이트에서 해외접속 IP 및 외국인 ID 구별하여 표시하는 정책을 제안합니다.
992	청원종료	2017-08-30	2017-09-06	외교/통일/국방	0	북한 경유PNG 득과 실은?
995	청원종료	2017-08-30	2017-09-14	외교/통일/국방	4	실망스러운 보훈 정책
1004	청원종료	2017-08-30	2017-09-06	외교/통일/국방	0	문재인대통령님과 문재인정부의 북한문제,한반도 주도권으로 적극적으로 역할해야하는 전략 옵션
1007	청원종료	2017-08-30	2017-09-06	외교/통일/국방	0	문재인대통령님과 문재인정부의 러시아가스관을 적극적으로 역할해야하는 과제 두번째이야기
1024	청원종료	2017-08-30	2017-09-06	외교/통일/국방	3	한국학생들이 너무 불쌍해요
1044	청원종료	2017-08-31	2017-09-15	외교/통일/국방	3	사회복무요원 도와주세요
1135	청원종료	2017-08-31	2017-09-30	외교/통일/국방	1	레이져 요격무기 : 맨해탄 프로젝트처럼 국가전체의 역량을 모아서 추진하라
1137	청원종료	2017-08-31	2017-09-30	외교/통일/국방	4	평양과 가장 가까운 백령도에 사정거리 150km-200Km 대포를 200문 배치하라
1147	청원종료	2017-08-31	2017-11-29	외교/통일/국방	4	월남참전수당 언제 받을수 있나요?
1152	청원종료	2017-08-31	2017-11-29	외교/통일/국방	1	리버랜드자유공화국 국가승인에 관하여
1173	청원종료	2017-08-31	2017-09-15	외교/통일/국방	8	병에게 방탄복 지급합시다
1183	청원종료	2017-08-31	2017-09-07	외교/통일/국방	0	문재인대통령님과 문재인정부는 지금부터 한반도 평화적 해결을 위해 본격적으로 완벽하게 한국 주도적 역할을 해야합니다.
1184	청원종료	2017-08-31	2017-09-30	외교/통일/국방	0	북한이 한번 더 핵실험 진행하면 대한민국이 할 가장 큰 일
1194	청원종료	2017-08-31	2017-09-07	외교/통일/국방	0	남북러 가스관 PNG 어떤 이익을 있을까요?
1217	청원종료	2017-09-01	2017-09-08	외교/통일/국방	0	문재인 대통령님과 문재인정부는 대북정책,남북관계를 완벽하게 대전환해야합니다.
1229	청원종료	2017-09-01	2017-11-30	외교/통일/국방	11	징병군인 남성만 하는 것은 논리 부정하는 것
1243	청원종료	2017-09-01	2017-10-01	외교/통일/국방	0	입대
1244	청원종료	2017-09-01	2017-11-30	외교/통일/국방	10	여성의 징병제 반대 합니다
1273	청원종료	2017-09-01	2017-10-01	외교/통일/국방	4	ROTC
1280	청원종료	2017-09-01	2017-10-31	외교/통일/국방	0	;lkj
1339	청원종료	2017-09-01	2017-09-08	외교/통일/국방	0	러시아 가스관 PNG 양날의 검
1342	청원종료	2017-09-01	2017-11-30	외교/통일/국방	1	만약 평양가셔서 담화를 나누신다면
1356	청원종료	2017-09-01	2017-11-30	외교/통일/국방	14	사회복무요원 기본급 현실화
1362	청원종료	2017-09-01	2017-09-16	외교/통일/국방	2	여성 징병제에 찬성합니다.
1363	청원종료	2017-09-01	2017-09-16	외교/통일/국방	4	여성 징병제에 찬성합니다.
1365	청원종료	2017-09-01	2017-09-08	외교/통일/국방	4	여성의무 군 복무
1367	청원종료	2017-09-01	2017-11-30	외교/통일/국방	5	모병제 전환
1370	청원종료	2017-09-01	2017-11-30	외교/통일/국방	62	여성 징병제를 찬성합니다
1374	청원종료	2017-09-01	2017-10-01	외교/통일/국방	24	여성군대반대합니다
1375	청원종료	2017-09-01	2017-09-08	외교/통일/국방	0	북핵 문제
1386	청원종료	2017-09-01	2017-10-01	외교/통일/국방	12	징병제 폐지해야 한다고 생각합니다!
1387	청원종료	2017-09-01	2017-11-30	외교/통일/국방	0	국가유공자
1390	청원종료	2017-09-01	2017-10-31	외교/통일/국방	1	사드 하루 빨리 설치해야 합니다
1399	청원종료	2017-09-02	2017-10-02	외교/통일/국방	7	징병제는 개혁되어야 합니다.
1402	청원종료	2017-09-02	2017-12-01	외교/통일/국방	1	여성의 국방의 의무에 대한 제안
1408	청원종료	2017-09-02	2017-12-01	외교/통일/국방	6	여성 국방의무 다른 제안
1425	청원종료	2017-09-02	2017-12-01	외교/통일/국방	3	태풍(허리케인) 하비로  고통받고 있는 미국 텍사스에 대한민국 공식으로 수재의연금을 보냅시다
1426	청원종료	2017-09-02	2017-12-01	외교/통일/국방	4	병역의무자의 실질적 독점 대체복무
1429	청원종료	2017-09-02	2017-12-01	외교/통일/국방	1	국방 개혁이 필요합니다
1439	청원종료	2017-09-02	2017-12-01	외교/통일/국방	0	핵무기 만들어서 제2의 베트남전쟁, 제2의 박근혜 최순실 막아주세요
1440	청원종료	2017-09-02	2017-09-17	외교/통일/국방	1	국방의무
1442	청원종료	2017-09-02	2017-12-01	외교/통일/국방	1	병역법 개정을 촉구합니다.
1447	청원종료	2017-09-02	2017-10-02	외교/통일/국방	39	미사일지침 개정
1464	청원종료	2017-09-02	2017-12-01	외교/통일/국방	0	사드보복
1468	청원종료	2017-09-02	2017-12-01	외교/통일/국방	26	간부만 가는 여성 군선발 제도 폐지해야 합니다
1473	청원종료	2017-09-02	2017-09-17	외교/통일/국방	0	북한 김정은 추가대비 연간 수입령의 2/3 비축 추진
1474	청원종료	2017-09-02	2017-10-02	외교/통일/국방	0	미국에서 나는 위험한 덫 유려 ...트럼프.김정은
1478	청원종료	2017-09-02	2017-12-01	외교/통일/국방	11	여성징병제 요청합니다
1489	청원종료	2017-09-02	2017-12-01	외교/통일/국방	3	공군항공과학고등학교 폐지 방안과 그 실상
1490	청원종료	2017-09-02	2017-12-01	외교/통일/국방	3	여성 징집을 당장 하자는 거 아닙니다. 추가로 국가를 위해 헌신한 사람들에게 소득세 감면을 요구하는 바입니다.
1498	청원종료	2017-09-02	2017-10-02	외교/통일/국방	6	군사학과, 경찰학과 여학생 인원증대
1500	청원종료	2017-09-02	2017-12-01	외교/통일/국방	8	여성이라는 이유만으로 군대를 안가는게 정상적인가요?
1501	청원종료	2017-09-02	2017-10-02	외교/통일/국방	92	군사학과 여학생 인원 증대
1503	청원종료	2017-09-02	2017-10-02	외교/통일/국방	0	6.26 랑 지금 다르 질 않습니다.제발 안보에 대해 청와대 관계분들 각성 해 주시길..
1504	청원종료	2017-09-02	2017-09-09	외교/통일/국방	0	문재인대통령, 푸틴대통령과 4강외교의 실타래동력을 완벽하게 풀어야합니다.
1515	청원종료	2017-09-02	2017-09-09	외교/통일/국방	6	여성 징병제 청원 합니다.
1517	청원종료	2017-09-02	2017-12-01	외교/통일/국방	3	남성들의 안정적인 입대(제대)를 요구합니다.
1522	청원종료	2017-09-02	2017-10-02	외교/통일/국방	9	여성징병 반대합니다.
1526	청원종료	2017-09-02	2017-12-01	외교/통일/국방	5	여군의 비율을 늘려주세요
1527	청원종료	2017-09-02	2017-12-01	외교/통일/국방	0	미국의 MD망 가입이 필요합니다.
1529	청원종료	2017-09-02	2017-12-01	외교/통일/국방	14	우리나라 여성과 국방의 의무
1539	청원종료	2017-09-02	2017-09-17	외교/통일/국방	22	군인(병사)들의 월급을 최저임금 수준으로 올려주십시오!
1544	청원종료	2017-09-02	2017-11-01	외교/통일/국방	1	군 간부 의무복무기간 관련 청원
1548	청원종료	2017-09-02	2017-12-01	외교/통일/국방	0	동의합니다
1549	청원종료	2017-09-02	2017-10-02	외교/통일/국방	9	여성 징병정책 반대합니다
1553	청원종료	2017-09-02	2017-09-09	외교/통일/국방	0	레드라인에 대한 문재인 대통령의 생각을 정리해서 이야기해 주세요.
1555	청원종료	2017-09-02	2017-09-09	외교/통일/국방	0	문재인대통령님과 문재인정부는 대북정책을 완벽하게 성공하기 위해서는 큰 용기를 가져야 합니다.
1560	청원종료	2017-09-02	2017-09-17	외교/통일/국방	4	병역의무 폐지 및 모병제 전환
1563	청원종료	2017-09-02	2017-09-17	외교/통일/국방	0	미사일 사거리 3000KM. 중국, 일본, 러시아 타격 가능한 전술핵을 배치해야합니다
1581	청원종료	2017-09-02	2017-09-09	외교/통일/국방	0	북핵을 포함한 한반도 난제들을 외교적으로 풀기위해 공동노력 재개함 있어서 문재인대통령님의 리더십이 필요합니다.
1588	청원종료	2017-09-02	2017-09-17	외교/통일/국방	1	국방의 의무를 수행한 자에대한 제대로된 보상방안과 현재 불합리하게 높은 현역판정비율을 낮춰주세요
1590	청원종료	2017-09-02	2017-09-09	외교/통일/국방	0	푸틴대통령의 한반도게임
1593	청원종료	2017-09-02	2017-12-01	외교/통일/국방	2	잘생긴 남자들은 군대 빼주세요.
1602	청원종료	2017-09-02	2017-09-17	외교/통일/국방	4	남성 모병 입대
1618	청원종료	2017-09-02	2017-10-02	외교/통일/국방	2	산업기능요원 군복무 기간 단축!!
1624	청원종료	2017-09-02	2017-12-01	외교/통일/국방	7	군대 여성징집 찬성(양성평등)
1628	청원종료	2017-09-02	2017-12-01	외교/통일/국방	5	군 복무 중 개인 채무에 대한 유예가 필요합니다
1631	청원종료	2017-09-02	2017-10-02	외교/통일/국방	4	제주도 중국인 무비자 철회를 제안합니다.
1635	청원종료	2017-09-02	2017-12-01	외교/통일/국방	0	‬
1637	청원종료	2017-09-02	2017-11-01	외교/통일/국방	3	여성도 국방의 의무를 져야합니다.
1639	청원종료	2017-09-02	2017-09-09	외교/통일/국방	2	여자도 나약한여자가아니지만 반드시 군대가야합니다
1640	청원종료	2017-09-02	2017-12-01	외교/통일/국방	4	여자라고 국방의 의무를 하지않는것이 바로 양성불평등입니다!!
1643	청원종료	2017-09-03	2017-12-02	외교/통일/국방	3	여자군대
1655	청원종료	2017-09-03	2017-09-10	외교/통일/국방	6	여성도 국방의 의무를 다해야한다고생각합니다
1660	청원종료	2017-09-03	2017-09-18	외교/통일/국방	2	병사 경계업무 관련 제안
1664	청원종료	2017-09-03	2017-09-18	외교/통일/국방	10	남성도 모병으로 군대 가야 한다고 생각합니다
1666	청원종료	2017-09-03	2017-09-10	외교/통일/국방	0	여성도 군대
1668	청원종료	2017-09-03	2017-11-02	외교/통일/국방	0	여성도 무의적인 국방의무해야 됩니다
1673	청원종료	2017-09-03	2017-12-02	외교/통일/국방	1	여성도 국방의 의무를 져야됩니다
1675	청원종료	2017-09-03	2017-10-03	외교/통일/국방	0	트럼프 "한미FTA 폐기 여부 내주 참모들과 논의하겠다" 파문(종합3보)../ 어쩌면 미군 철수 한다는 소리도 하겠네요..
1680	청원종료	2017-09-03	2017-10-03	외교/통일/국방	1	시계 팔아서 잠수함.미사일 사면 안되나요?
1681	청원종료	2017-09-03	2017-12-02	외교/통일/국방	3	종북 사상 검증 및 반공법 도입 (베트남 적화통일의 사례)
1694	청원종료	2017-09-03	2017-09-10	외교/통일/국방	19	여성징병에 적극 반대합니다.
1697	청원종료	2017-09-03	2017-10-03	외교/통일/국방	7	여성징병동의합니다.
1703	청원종료	2017-09-03	2017-09-18	외교/통일/국방	13	여성 징병 반대합니다. 국방세가 더 나은 대안이라 봅니다.
1705	청원종료	2017-09-03	2017-12-02	외교/통일/국방	22	여자들도 국방의무?
1706	청원종료	2017-09-03	2017-09-10	외교/통일/국방	1	여성도 군대를 가야합니다
1711	청원종료	2017-09-03	2017-10-03	외교/통일/국방	0	베트남과 군사훈련을 같이하고, 장래에는 군사동맹을 체결
1719	청원종료	2017-09-03	2017-09-18	외교/통일/국방	1	공익이라도해야한다
1720	청원종료	2017-09-03	2017-09-10	외교/통일/국방	0	김정은 계탄것에 대한 문재인 대통령의 생각은 뭘까요?
1722	청원종료	2017-09-03	2017-09-10	외교/통일/국방	12	♥ 여자도 국방의 의무를 져야 합니다~~~~남녀 차별입니다~~~~~~~~~~~~~~~~~~~~~~
1723	청원종료	2017-09-03	2017-09-18	외교/통일/국방	1	병역거부자도 사회복무요원의 기회를 줘야 한다
1724	청원종료	2017-09-03	2017-09-10	외교/통일/국방	0	동의
1730	청원종료	2017-09-03	2017-10-03	외교/통일/국방	0	서해안 해병 제3 사단 창설
1733	청원종료	2017-09-03	2017-12-02	외교/통일/국방	1	대북정책을 강경노선으로 바꿔주세요.
1736	청원종료	2017-09-03	2017-12-02	외교/통일/국방	6	갓건배님 덕분에 페미니즘이란 역시 여성도 군대를 가야한다는것을 생각하게 되었습니다
1737	청원종료	2017-09-03	2017-09-18	외교/통일/국방	0	대한민국은 NPT를 탈퇴하고 자체 핵무장을 선언하라
1748	청원종료	2017-09-03	2017-10-03	외교/통일/국방	4	남녀차별
1757	청원종료	2017-09-03	2017-09-10	외교/통일/국방	2	★★북한 6차 핵실험 성공~~~~~~~~~!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
1758	청원종료	2017-09-03	2017-09-18	외교/통일/국방	3	여성군복무의무화
1759	청원종료	2017-09-03	2017-09-10	외교/통일/국방	1	대한민국 수도를 세종시로 이전해야 한다
1762	청원종료	2017-09-03	2017-09-10	외교/통일/국방	2	북핵문제와 관련하여
1767	청원종료	2017-09-03	2017-09-10	외교/통일/국방	0	국방부 장관님 께 대통령 님께 부탁드립니다.
1768	청원종료	2017-09-03	2017-09-10	외교/통일/국방	0	국방부 장관 님께
1769	청원종료	2017-09-03	2017-09-10	외교/통일/국방	0	국방부 장관 님께
1770	청원종료	2017-09-03	2017-09-18	외교/통일/국방	0	국방부 장관 님께
1771	청원종료	2017-09-03	2017-09-10	외교/통일/국방	1	국방부 장관님 께 대통령 님께 부탁드립니다.
1772	청원종료	2017-09-03	2017-09-10	외교/통일/국방	1	국방부 장관님 께 대통령 님께 부탁드립니다.
1773	청원종료	2017-09-03	2017-09-10	외교/통일/국방	0	국방부 장관님 께 대통령 님께 부탁드립니다.
1774	청원종료	2017-09-03	2017-09-10	외교/통일/국방	0	국방부 장관님 께 대통령 님께 부탁드립니다.
1775	청원종료	2017-09-03	2017-09-10	외교/통일/국방	0	국방부 장관님 께 대통령 님께 부탁드립니다.
1776	청원종료	2017-09-03	2017-09-10	외교/통일/국방	0	국방부 장관님 께 대통령 님께 부탁드립니다.
1777	청원종료	2017-09-03	2017-09-10	외교/통일/국방	0	국방부 장관님 께 대통령 님께 부탁드립니다.
1778	청원종료	2017-09-03	2017-09-10	외교/통일/국방	1	국방부 장관님 께 대통령 님께 부탁드립니다.
1779	청원종료	2017-09-03	2017-09-10	외교/통일/국방	1	국방부 장관 님께
1783	청원종료	2017-09-03	2017-12-02	외교/통일/국방	2	여성도 의무화적 군대 가야합니다
1784	청원종료	2017-09-03	2017-09-10	외교/통일/국방	0	문재인대통령님과 문재인정부는 남북관계해법이 있습니까?
1793	청원종료	2017-09-03	2017-09-18	외교/통일/국방	3	병역거부자를 차별하는 대체복무
1796	청원종료	2017-09-03	2017-12-02	외교/통일/국방	1	군댝ㄱ
1797	청원종료	2017-09-03	2017-10-03	외교/통일/국방	4	카투사 재지원 가능 및 군내 병영 생활 개선을 청원합니다.
1799	청원종료	2017-09-03	2017-09-10	외교/통일/국방	2	여성 군대 입대
1804	청원종료	2017-09-03	2017-09-10	외교/통일/국방	1	여성도 국민의 한사람으로서 너무도 당연히 군복무 이행 하여야 한다.
1805	청원종료	2017-09-03	2017-09-18	외교/통일/국방	1	대한민국 안보를 위한 핵폭탄 가집시다.
1816	청원종료	2017-09-03	2017-09-10	외교/통일/국방	5	여성 징병제
1819	청원종료	2017-09-03	2017-11-02	외교/통일/국방	5	여성 군 기초훈련 제도 확립!
1820	청원종료	2017-09-03	2017-09-18	외교/통일/국방	1	북한 핵실험 이후 한국이 할 일, 청원합니다
1823	청원종료	2017-09-03	2017-12-02	외교/통일/국방	12	인구감소로 인한 병력부족은 여성징병제로 해결되지않습니다
1828	청원종료	2017-09-03	2017-12-02	외교/통일/국방	5	병역의무는 의무에다가 애국페이 수준, 질병악화에 따른 치료비 부담은 알아서
1832	청원종료	2017-09-03	2017-12-02	외교/통일/국방	0	국민의 생존권 보장
1833	청원종료	2017-09-03	2017-10-03	외교/통일/국방	0	북핵대응전략
1834	청원종료	2017-09-03	2017-12-02	외교/통일/국방	14	걸어가면서 담배피우는 행위
1835	청원종료	2017-09-03	2017-10-03	외교/통일/국방	0	북핵관련 대응
1839	청원종료	2017-09-03	2017-12-02	외교/통일/국방	1	현역, 보충역 사이에 중간쯤 되는 복무제도를 만들어주세요
1840	청원종료	2017-09-03	2017-09-18	외교/통일/국방	1	여성징병제 도입 조건
1841	청원종료	2017-09-03	2017-09-10	외교/통일/국방	3	여성도 국방의 의무를 다해야합니다
1843	청원종료	2017-09-03	2017-09-10	외교/통일/국방	1	대통령님, 고민을 들어주세요
1846	청원종료	2017-09-03	2017-09-10	외교/통일/국방	0	문재인대통령님과 문재인정부는 대북정책을 전면 불가피합니다..
1849	청원종료	2017-09-03	2017-09-18	외교/통일/국방	2	우리나라도 하루빨리 핵 무장화를 해야한다고 생각합니다.
1853	청원종료	2017-09-03	2017-12-02	외교/통일/국방	1	시급 100원 짜리 노예제도 폐지
1856	청원종료	2017-09-03	2017-12-02	외교/통일/국방	7	군대에 관한한 한국여자는 입이 열개라도 할말 없습니다
1858	청원종료	2017-09-03	2017-12-02	외교/통일/국방	2	여군
1861	청원종료	2017-09-03	2017-09-10	외교/통일/국방	0	문재인대통령님과 문재인정부는 5대1(북한) 구도를 완벽하게 만들어야합니다.
1869	청원종료	2017-09-03	2017-12-02	외교/통일/국방	0	병역의무자 질병악화 공권력에 묻혀
1873	청원종료	2017-09-03	2017-12-02	외교/통일/국방	0	예비군 차량 펑크낸 군대의 태도
1878	청원종료	2017-09-04	2017-12-03	외교/통일/국방	0	군대에 현역병 시설 군사보안 수중
1881	청원종료	2017-09-04	2017-12-03	외교/통일/국방	0	국방부 현역병시설 미비한 군사보안 수준
1884	청원종료	2017-09-04	2017-12-03	외교/통일/국방	1	문재인 정부는 대화를 지향하는 대북 정책은 이제 실패했음을 인정하고, 전술핵을 배치해야 합니다.
1885	청원종료	2017-09-04	2017-12-03	외교/통일/국방	0	병역의무중 사업채, 광고계약 관리등 허용해주세요
1887	청원종료	2017-09-04	2017-10-04	외교/통일/국방	7	여성의 실질적 국방의 의무 이행 방안을 고민해주세요.
1889	청원종료	2017-09-04	2017-09-11	외교/통일/국방	2	북한 무인기 대처
1891	청원종료	2017-09-04	2017-09-11	외교/통일/국방	3	너무 억울합니다 진상을 조사해주세요
1902	청원종료	2017-09-04	2017-12-03	외교/통일/국방	0	여자도 군대 가야합니다
1904	청원종료	2017-09-04	2017-09-11	외교/통일/국방	2	여성징병제
1907	청원종료	2017-09-04	2017-09-19	외교/통일/국방	5	군대 처우 개선 요구
1908	청원종료	2017-09-04	2017-10-04	외교/통일/국방	4	북한에대한 정책을 바꿔야합니다.
1922	청원종료	2017-09-04	2017-11-03	외교/통일/국방	4	나이어린 가장을 지켜주세요!
1928	청원종료	2017-09-04	2017-09-11	외교/통일/국방	0	기로에 서고, 도마에 오른 문재인 대북정책
1932	청원종료	2017-09-04	2017-10-04	외교/통일/국방	1	군대 내 성폭행 가해자에 대해 사형을 내려주세요.
1937	청원종료	2017-09-04	2017-12-03	외교/통일/국방	5	여성징병제청원합니다
1947	청원종료	2017-09-04	2017-11-03	외교/통일/국방	2	이제  대한민국도 '제한적 범위 내 독자적 핵무장'을 강력하게 추진합시다.
1959	청원종료	2017-09-04	2017-09-11	외교/통일/국방	0	육군사관학교 군무원교수 공개채용 관련 (재)질의드립니다.
2103	청원종료	2017-09-04	2017-09-11	외교/통일/국방	0	백수생활하면서 심심해서 만들어봤는데요.
2438	청원종료	2017-09-04	2017-12-03	외교/통일/국방	1	입대전 건강검진 추진
2677	청원종료	2017-09-04	2017-09-19	외교/통일/국방	0	NPT 탈퇴하고 자체 핵무장을 선언하라(선언만 해두고 차후에 적정시점 실행)
2678	청원종료	2017-09-04	2017-09-19	외교/통일/국방	0	NPT 탈퇴하고 자체 핵무장을 선언하라(선언만 해두고 차후에 적정시점 실행)
3159	청원종료	2017-09-04	2017-09-11	외교/통일/국방	0	문재인 대통령께서 즉각 태영호 전 영국주제 북한대사관 공사를 만나시길 바랍니다.
3367	청원종료	2017-09-04	2017-12-03	외교/통일/국방	1	여성징병제에 대한 의견 및 여성예비군제도에 대한 청원입니다.
3835	청원종료	2017-09-05	2017-10-05	외교/통일/국방	0	김정은에게 결기를 보여줘야 합니다
3850	청원종료	2017-09-05	2017-10-05	외교/통일/국방	0	우리의 단합된 걸기를 보여주자!
4065	청원종료	2017-09-05	2017-12-04	외교/통일/국방	6	보훈보상대상자에 대한 관한 법률 개정 및 폐지 (국가유공자로 편입) 청원
4134	청원종료	2017-09-05	2017-12-04	외교/통일/국방	0	국방의의무 양성평등
4179	청원종료	2017-09-05	2017-10-05	외교/통일/국방	1	안보관광 인간적으로 최소한 자가용을 민통선 안쪽 으로 들여 보내면 안되나요?
4368	청원종료	2017-09-05	2017-09-20	외교/통일/국방	0	징병제 폐지와 모병제 전환
4633	청원종료	2017-09-05	2017-12-04	외교/통일/국방	0	여성도  국방의무를  함께  나눠야 합니다
4638	청원종료	2017-09-05	2017-12-04	외교/통일/국방	0	여성도  국방의무를  함께  나눠야 합니다
4815	청원종료	2017-09-05	2017-12-04	외교/통일/국방	0	불공평
5244	청원종료	2017-09-05	2017-11-04	외교/통일/국방	0	우리나라 최북단 섬과 외딴 섬들을 북한으로부터 철저하게 지켜주세요!
5362	청원종료	2017-09-05	2017-11-04	외교/통일/국방	0	여성국방의무
5390	청원종료	2017-09-05	2017-09-12	외교/통일/국방	0	북핵문제 해결안
5424	청원종료	2017-09-05	2017-09-12	외교/통일/국방	0	북핵문제 해결책
5661	청원종료	2017-09-05	2017-12-04	외교/통일/국방	0	문신있는 사람들도 군 간부하고 싶다
5885	청원종료	2017-09-05	2017-12-04	외교/통일/국방	0	금수저라는 이유만으로 병역기피한 사람들도 강력처벌 및 병역의무 이행을 청원합니다.
5886	청원종료	2017-09-05	2017-11-04	외교/통일/국방	0	여성도 국방의 의무를 수행하여야 합니다
5993	청원종료	2017-09-05	2017-09-20	외교/통일/국방	0	북한이 원하는세계 판도에는 한국은 없다.
5996	청원종료	2017-09-05	2017-09-20	외교/통일/국방	0	북한이 원하는세계 판도에는 한국은 없다.
6307	청원종료	2017-09-05	2017-12-04	외교/통일/국방	1	무분별한 교포,중국인  국내 입국 제한 요청합니다
6764	청원종료	2017-09-05	2017-10-05	외교/통일/국방	0	미필자에게 병역세를 부과해야합니다.
6775	청원종료	2017-09-05	2017-12-04	외교/통일/국방	18	여성 기초군사훈련 제도를 실시해야 합니다.
6791	청원종료	2017-09-05	2017-09-20	외교/통일/국방	0	사회복무제도는 명백한 강제노동
6910	청원종료	2017-09-05	2017-09-20	외교/통일/국방	0	핵잠수함 대신 핵항모를 건조하시기를 청원 드립니다
6951	청원종료	2017-09-05	2017-12-04	외교/통일/국방	3	여성징병제 시행하자..
7020	청원종료	2017-09-05	2017-12-04	외교/통일/국방	0	연천 수색대 고영진병장의 전역을 막아주세요
7997	청원종료	2017-09-05	2017-09-12	외교/통일/국방	1	문재인대통령님과 문재인정부 한러간의 협력을 적극적으로 역할해야 할 과제
8017	청원종료	2017-09-05	2017-12-04	외교/통일/국방	0	우리 여성들만 국방의 의무를 지지않는 것은 엄연한 차별입니다.
8235	청원종료	2017-09-05	2017-12-04	외교/통일/국방	0	양심적 병역거부자 사회복무요원 제안
8300	청원종료	2017-09-05	2017-12-04	외교/통일/국방	0	국방세 제안
8600	청원종료	2017-09-05	2017-09-20	외교/통일/국방	0	안녕하세요?대통령님!
8603	청원종료	2017-09-05	2017-10-05	외교/통일/국방	0	북핵관련 대북대응
9050	청원종료	2017-09-05	2017-09-12	외교/통일/국방	0	문재인대통령님은 북핵해결 러시아의 역할론을 적극적으로 활용할 해야 합니다.
9095	청원종료	2017-09-05	2017-12-04	외교/통일/국방	4	군동성애 폐지
9101	청원종료	2017-09-05	2017-12-04	외교/통일/국방	0	미사일군 창설
9172	청원종료	2017-09-05	2017-09-12	외교/통일/국방	0	나라
9174	청원종료	2017-09-05	2017-09-12	외교/통일/국방	0	나라
9175	청원종료	2017-09-05	2017-09-12	외교/통일/국방	0	나라
9176	청원종료	2017-09-05	2017-09-12	외교/통일/국방	0	나라
9216	청원종료	2017-09-05	2017-09-12	외교/통일/국방	0	청소년법폐지
9338	청원종료	2017-09-05	2017-10-05	외교/통일/국방	0	미 대사관 영사의 오만방자함
9449	청원종료	2017-09-06	2017-10-06	외교/통일/국방	0	군복무중의 범죄행위가 보다 확실히 처벌되었으면 합니다
9485	청원종료	2017-09-06	2017-10-06	외교/통일/국방	0	남성사회
9486	청원종료	2017-09-06	2017-10-06	외교/통일/국방	0	남성사회
9507	청원종료	2017-09-06	2017-09-13	외교/통일/국방	1	북한이 핵도발 위협시 대피요령시스템 구축해주세요.
9608	청원종료	2017-09-06	2017-10-06	외교/통일/국방	0	미국과 협의해서 북한에  핵폭탄 50개 동시 투하 해서   평화를  유지해 주세요
9849	청원종료	2017-09-06	2017-12-05	외교/통일/국방	0	미군 무기 구매 반대 !
10215	청원종료	2017-09-06	2017-12-05	외교/통일/국방	3	해병대를해군으로부터독립시켜줄것을청원합니다
10219	청원종료	2017-09-06	2017-12-05	외교/통일/국방	0	해병대를해군으로부터독립시켜줄것을청원합니다
10321	청원종료	2017-09-06	2017-12-05	외교/통일/국방	0	F-35 전투기 총 130대 도입 추진!
10532	청원종료	2017-09-06	2017-09-21	외교/통일/국방	3	과거 군 내 동성애 금지하는 법안 합헌되는거 반대한 헌법재판소장 후보자 김이수 표결처리 반대합니다
10595	청원종료	2017-09-06	2017-12-05	외교/통일/국방	5	사회복무요원도 근무 중 현역으로 전환할 수 있거나 정신질환 사유자도 기초군사훈련과 예비군에 동원될 기회를 주세요.
10669	청원종료	2017-09-06	2017-09-21	외교/통일/국방	0	문재인대통령님, 동성애 옹호하는 김이수 헌법소장의 표결을 반대해주세요!
10670	청원종료	2017-09-06	2017-09-13	외교/통일/국방	1	김이수헌법소장 표결반대
10815	청원종료	2017-09-06	2017-10-06	외교/통일/국방	0	ㅋㅎㅁㄴㅇㅀ
